"","No","ORF","Gene","Ch","Mean","Mean.1","X3153A","SD","p.value","p.paired","X3153A.1","SD2","start","end","strand","flag47b","p.complete.compensation","p.zero.compensation","compflag"
"2884",2903,"orf19.4813","GUA1","1",8837.4,7566.7,0.9,0.323,0.629174622,0.38605252,1,0.054,2092089,2090497,"C",NA,NA,NA,NA
"2885",2904,"orf19.4814","","1",167.6,114.4,0.7,0.295,0.586622505,0.278372038,1,0.039,2092733,2093068,"W",NA,NA,NA,NA
"2886",2905,"orf19.4815","YTM1","1",1017.7,1109.8,1.1,0.204,0.673832203,0.292614787,1.1,0.153,2093301,2094701,"W",NA,NA,NA,NA
"2887",2906,"orf19.4816","","1",1277.7,1152.7,0.9,0.437,0.60868675,0.541792615,1,0.093,2096110,2094761,"C",NA,NA,NA,NA
"2888",2907,"orf19.4817","RAM2","1",288.6,317,1.1,0.166,0.805587407,0.326064321,1,0.047,2096717,2097637,"W",NA,NA,NA,NA
"2889",2908,"orf19.4818","","1",502.1,413.2,0.8,0.158,0.610035185,0.084811428,1,0.056,2102705,2104288,"W",NA,NA,NA,NA
"2890",2909,"orf19.4819","","1",535.7,555.6,1,0.114,0.962809337,0.802248256,1,0.158,2104356,2104712,"W",NA,NA,NA,NA
"2891",2910,"orf19.4820","","1",362.5,362.3,1,0.175,0.976257248,0.889015181,1,0.052,2107090,2108712,"W",NA,NA,NA,NA
"2892",2911,"orf19.4821","LIP1","1",369,351.7,1,0.784,0.941699791,0.577611294,1.1,0.153,2110276,2108870,"C",NA,NA,NA,NA
"2893",2912,"orf19.4822","LIP10","1",278,240,0.9,0.471,0.584416832,0.234770642,1.1,0.138,2113178,2111781,"C",NA,NA,NA,NA
"2894",2913,"orf19.4823","LIP6","1",347.8,235.5,0.7,0.39,0.737756386,0.183639105,1.1,0.14,2115617,2114226,"C",NA,NA,NA,NA
"2895",2914,"orf19.4824","","1",748.7,976.1,1.3,0.892,0.291938853,0.125836484,1.1,0.093,2117999,2118817,"W",NA,NA,NA,NA
"2896",2915,"orf19.4825","","1",510.3,598.4,1.2,0.467,0.751285971,0.163456405,1,0.059,2119345,2118881,"C",NA,NA,NA,NA
"2897",2916,"orf19.4826","IDH1","1",9508.2,12977.1,1.4,0.494,0.638235864,0.287377451,1,0.097,2120442,2121755,"W",NA,NA,NA,NA
"2898",2917,"orf19.4827","ADE12","1",6685.7,4506.5,0.7,0.564,0.45503391,0.30686583,1.1,0.08,2122303,2123589,"W",NA,NA,NA,NA
"2899",2918,"orf19.4828","","1",1539.4,1677.2,1.1,0.542,0.756655877,0.208566543,1,0.073,2124372,2125967,"W",NA,NA,NA,NA
"2900",2919,"orf19.4829","DOA1","1",1136.7,1117,1,0.338,0.941868846,0.488521651,1,0.083,2126419,2128704,"W",NA,NA,NA,NA
"2901",2920,"orf19.4830","","1",1595.5,1745.5,1.1,0.605,0.817195664,0.858386572,1,0.07,2129071,2128739,"C",NA,NA,NA,NA
"2902",2921,"orf19.4831","MTS1","1",3366.2,4461.1,1.3,0.46,0.72096301,0.496575773,1.1,0.143,2129818,2131359,"W",NA,NA,NA,NA
"2903",2922,"orf19.4833","MLS1","1",16165.3,7144.7,0.4,0.477,0.104753308,0.070548458,1,0.126,2132388,2134043,"W",NA,NA,NA,NA
"2904",2923,"orf19.4834","","1",0,0,1,0,NA,NA,1,0.06,2134295,2134999,"W",NA,NA,NA,NA
"2905",2924,"orf19.4835","","1",1284.6,1176.9,0.9,0.314,0.978931708,0.915039969,1.1,0.113,2136601,2135018,"C",NA,NA,NA,NA
"2906",2925,"orf19.4836","URA1","1",1882.6,1869,1,1.087,0.854313198,0.650049957,1,0.135,2137047,2138381,"W",NA,NA,NA,NA
"2907",2926,"orf19.4837","","1",360,222.5,0.6,0.196,0.015528999,0.017359134,1,0.043,2138563,2139396,"W",NA,NA,NA,NA
"2908",2927,"orf19.4839","","1",2189.7,2673.6,1.2,0.382,0.678998084,0.062187678,1,0.049,2139855,2140751,"W",NA,NA,NA,NA
"2909",2928,"orf19.4841","SHY1","1",305,380.1,1.2,1.309,0.335455146,0.295441444,1.1,0.088,2141907,2140828,"C",NA,NA,NA,NA
"2910",2929,"orf19.4842","","1",245.8,320.5,1.3,1.022,0.420510559,0.499440611,1,0.053,2142338,2142679,"W",NA,NA,NA,NA
"2911",2930,"orf19.4843","","1",763.6,496.5,0.7,0.427,0.253740396,0.148166636,1,0.059,2144968,2142773,"C",NA,NA,NA,NA
"2912",2931,"orf19.4844","","1",572.9,609.8,1.1,0.176,0.969237895,0.808260498,1.1,0.092,2146676,2145531,"C",NA,NA,NA,NA
"2913",2932,"orf19.4845","","1",1661.7,2028.7,1.2,0.227,0.463108363,0.211526382,1.1,0.071,2147583,2147062,"C",NA,NA,NA,NA
"2914",2933,"orf19.4846","","1",155.1,157.2,1,1.468,0.984990087,0.948093939,1,0.102,2148256,2149497,"W",NA,NA,NA,NA
"2915",2934,"orf19.4847","","1",333.2,203.6,0.6,0.669,0.442935128,0.558613514,1,0.1,2148905,2148453,"C",NA,NA,NA,NA
"2916",2935,"orf19.4848","SKI3","1",1120.7,790,0.7,0.358,0.580782813,0.143641514,1,0.071,2149827,2154029,"W",NA,NA,NA,NA
"2917",2936,"orf19.4849","","1",1327.1,1355.1,1,0.418,0.971583587,0.941566279,1,0.057,2155073,2154090,"C",NA,NA,NA,NA
"2918",2937,"orf19.4850","","1",626.9,847.2,1.4,0.489,0.10460212,0.128205659,1,0.047,2157940,2156090,"C",NA,NA,NA,NA
"2919",2938,"orf19.4851","TFA1","1",616.7,774.1,1.3,0.233,0.891365657,0.030767027,1,0.083,2159971,2158787,"C",NA,NA,NA,NA
"2920",2939,"orf19.4853","HCM1","1",340.6,271.5,0.8,0.35,0.597489569,0.197117469,1,0.055,2161492,2163231,"W",NA,NA,NA,NA
"2921",2940,"orf19.4855","BUD31","1",818.1,858.3,1,0.503,0.817803356,0.303753182,1,0.115,2164013,2163561,"C",NA,NA,NA,NA
"2922",2941,"orf19.4856","LIP3","1",26.9,48.2,1,4.113,0.965890739,0.947169828,1.1,0.092,2166143,2167558,"W",NA,NA,NA,NA
"2923",2942,"orf19.4857","","1",1669.9,1197.1,0.7,0.155,0.265287207,0.015830936,1,0.094,2168519,2167701,"C",NA,NA,NA,NA
"2924",2943,"orf19.4858","VPS41","1",341.2,305.7,0.9,6.535,0.59814093,0.317655553,1.1,0.113,2169829,2172714,"W",NA,NA,NA,NA
"2925",2944,"orf19.4861","","1",30.2,27.9,1,2.286,0.722696629,0.78076874,1,0.062,2173072,2173884,"W",NA,NA,NA,NA
"2926",2945,"orf19.4861.1","","1",0,46.3,1,69.988,0.032509465,0.032509465,1.1,0.131,2173946,2174230,"W",NA,NA,NA,NA
"2927",2946,"orf19.4862","","1",984.1,1205.2,1.2,0.45,0.315579947,0.147582173,1.1,0.073,2174808,2174212,"C",NA,NA,NA,NA
"2928",2947,"orf19.4862.2","","1",578,763.3,1.3,0.219,0.44494975,0.130270633,1,0.062,2175074,2175498,"W",NA,NA,NA,NA
"2929",2948,"orf19.4863","PDC2","1",1712.2,1862.9,1.1,6.937,0.715349076,0.25830349,1,0.06,2178173,2175663,"C",NA,NA,NA,NA
"2930",2949,"orf19.4864","","1",844.4,1243.3,1.5,0.76,0.604522886,0.047659098,1,0.067,2179911,2178997,"C",NA,NA,NA,NA
"2931",2950,"orf19.4865","","1",2827.2,2375,0.8,0.255,0.862844815,0.117754345,1,0.057,2181078,2182934,"W",NA,NA,NA,NA
"2932",2951,"orf19.4866","CPP1","1",600.6,632.7,1.1,0.401,0.791986654,0.546137118,1,0.047,2185137,2183344,"C",NA,NA,NA,NA
"2933",2952,"orf19.4867","SWE1","1",1166.2,853.2,0.7,0.166,0.345431542,0.019060638,1.1,0.099,2192696,2189160,"C",NA,NA,NA,NA
"2934",2953,"orf19.4869","SFU1","1",292.8,289.6,1,0.279,0.705007835,0.360560517,1.1,0.119,2195405,2196958,"W",NA,NA,NA,NA
"2935",2954,"orf19.4870","DBP3","1",2416.8,2163.2,0.9,0.235,0.854422014,0.611433701,1.1,0.077,2197121,2198815,"W",NA,NA,NA,NA
"2936",2955,"orf19.4871","ERO1","1",6336,5953.5,0.9,0.306,0.926771942,0.863133487,1,0.052,2199912,2201654,"W",NA,NA,NA,NA
"2937",2956,"orf19.4872","","1",6.6,7.7,1,3.343,0.98996315,0.985264006,1,0.069,2202256,2203107,"W",NA,NA,NA,NA
"2938",2957,"orf19.4873","","1",878.1,1337.4,1.5,0.509,0.479756007,0.081669836,1,0.087,2204101,2203589,"C",NA,NA,NA,NA
"2939",2958,"orf19.4874","MNN3","1",177.9,163.9,0.9,0.453,0.854874836,0.717019623,1,0.068,2207407,2205587,"C",NA,NA,NA,NA
"2940",2959,"orf19.4875","","1",204.8,216.1,1.1,2.533,0.821272249,0.258588092,1.1,0.069,2208671,2209159,"W",NA,NA,NA,NA
"2941",2960,"orf19.4878","","1",1062.4,851.7,0.8,0.414,0.367418476,0.264954459,1.1,0.144,2212048,2209502,"C",NA,NA,NA,NA
"2942",2961,"orf19.4879.2","NTF2","1",2374.6,3968.2,1.7,0.463,0.049380823,0.003897173,1,0.044,2212873,2212390,"C",NA,NA,NA,NA
"2943",2962,"orf19.4880","","1",0,0,1,0,NA,NA,1,0.076,2214100,2216268,"W",NA,NA,NA,NA
"2944",2963,"orf19.4882","","1",752.4,930.8,1.2,0.369,0.546137167,0.033417761,1.1,0.059,2217342,2216488,"C",NA,NA,NA,NA
"2945",2964,"orf19.4883","","1",800.2,703.9,0.9,0.197,0.803899116,0.463744207,1,0.086,2220202,2217971,"C",NA,NA,NA,NA
"2946",2965,"orf19.4884","WOR1","1",5.4,12.4,1,28.563,0.723181539,0.718628157,1.1,0.151,2230537,2232894,"W",NA,NA,NA,NA
"2947",2966,"orf19.4885","MIR1","1",12674.7,15415.2,1.2,0.309,0.571822018,0.308416959,1,0.059,2236380,2237303,"W",NA,NA,NA,NA
"2948",2967,"orf19.4886","","1",209,237.7,1.1,0.943,0.973511269,0.952441731,1,0.046,2239176,2239892,"W",NA,NA,NA,NA
"2949",2968,"orf19.4887","ECM21","1",595.7,571.1,1,0.505,0.718901535,0.43415899,1.1,0.077,2242403,2240214,"C",NA,NA,NA,NA
"2950",2969,"orf19.4888","","1",1047.5,1455,1.4,0.473,0.466600883,0.109892929,1,0.041,2245436,2246269,"W",NA,NA,NA,NA
"2951",2970,"orf19.4889","","1",73.7,23.9,1,0.452,0.241283752,0.124845403,1,0.055,2248267,2246513,"C",NA,NA,NA,NA
"2952",2971,"orf19.4890","CLA4","1",517.7,443,0.9,0.435,0.323747974,0.166253289,1,0.072,2252473,2249543,"C",NA,NA,NA,NA
"2953",2972,"orf19.4892","TPK1","1",2514.7,2319.3,0.9,0.25,0.284656479,0.178654617,1,0.068,2256855,2255638,"C",NA,NA,NA,NA
"2954",2973,"orf19.4893","","1",428.6,414.3,1,0.287,0.901611884,0.600916818,1,0.044,2263716,2259391,"C",NA,NA,NA,NA
"2955",2974,"orf19.4894","","1",489.9,495.6,1,0.392,0.670713008,0.532409153,1.1,0.059,2264847,2264113,"C",NA,NA,NA,NA
"2956",2975,"orf19.4895","","1",378.7,448,1.2,0.22,0.63220509,0.127752219,1,0.061,2265944,2265123,"C",NA,NA,NA,NA
"2957",2976,"orf19.4896","","1",361,495.4,1.4,0.268,0.299820995,0.010113509,1,0.039,2267063,2266341,"C",NA,NA,NA,NA
"2958",2977,"orf19.4897","","1",872.5,1117.6,1.3,0.809,0.865057199,0.78898958,1,0.031,2268407,2267445,"C",NA,NA,NA,NA
"2959",2978,"orf19.4898","","1",5185.4,6976.1,1.3,0.587,0.124942483,0.135851549,1.1,0.081,2269357,2268668,"C",NA,NA,NA,NA
"2960",2979,"orf19.4899","GCA1","1",607.3,625.6,1,0.249,0.973705188,0.614953122,1.1,0.101,2271539,2274379,"W",NA,NA,NA,NA
"2961",2980,"orf19.4900","","1",116.8,189.4,1.6,5.288,0.354885075,0.062616842,1,0.058,2276399,2278885,"W",NA,NA,NA,NA
"2962",2981,"orf19.4901","","1",1789.5,1684.9,0.9,7.185,0.769473185,0.400533964,1,0.049,2280112,2281146,"W",NA,NA,NA,NA
"2963",2982,"orf19.4903","","1",255.7,249.9,1,0.411,0.902322454,0.797725443,1,0.042,2282361,2283422,"W",NA,NA,NA,NA
"2964",2983,"orf19.4904","","1",552.4,830.8,1.5,0.64,0.379256792,0.028624947,1,0.044,2284784,2283444,"C",NA,NA,NA,NA
"2965",2984,"orf19.4905","","1",637.2,672,1.1,0.554,0.735818947,0.298644405,1,0.08,2285620,2287173,"W",NA,NA,NA,NA
"2966",2985,"orf19.4906","","1",403,322.7,0.8,0.232,0.671360081,0.199694025,1.1,0.123,2289577,2287271,"C",NA,NA,NA,NA
"2967",2986,"orf19.4907","","1",460.5,402.4,0.9,0.4,0.801475743,0.669865718,1.1,0.084,2294809,2292992,"C",NA,NA,NA,NA
"2968",2987,"orf19.4908","","1",60.1,111,1.8,0.558,0.865961271,0.202690571,1.1,0.13,2295578,2295913,"W",NA,NA,NA,NA
"2969",2988,"orf19.4909","CBK1","1",12249.1,14525.3,1.2,0.49,0.837333564,0.592370392,1.1,0.089,2299136,2296938,"C",NA,NA,NA,NA
"2970",2989,"orf19.4909.1","RPL42","1",1762.9,1271,0.7,0.195,0.157110189,0.02218538,1,0.063,2300710,2300032,"C",NA,NA,NA,NA
"2971",2990,"orf19.4910","FGR41","1",2460,2712.2,1.1,0.236,0.72384068,0.463341462,1.1,0.169,2302038,2301286,"C",NA,NA,NA,NA
"2972",2991,"orf19.4911","","1",114.2,62.1,0.5,0.202,0.646926954,0.006814863,1,0.061,2304212,2305174,"W",NA,NA,NA,NA
"2973",2992,"orf19.984","PHO8","1",62.8,54.6,1,0.456,0.853691612,0.43115191,1,0.045,2309139,2310647,"W",NA,NA,NA,NA
"2974",2993,"orf19.985","","1",345.3,173.8,0.5,0.278,0.239506386,0.049032156,1,0.073,2311282,2313795,"W",NA,NA,NA,NA
"2975",2994,"orf19.986","GLY1","1",8090.8,7979.6,1,0.277,0.922919797,0.889736725,1,0.049,2315247,2316368,"W",NA,NA,NA,NA
"2976",2995,"orf19.988","","1",1036.8,1163.7,1.1,0.666,0.948095915,0.906819347,1,0.047,2316720,2317952,"W",NA,NA,NA,NA
"2977",2996,"orf19.989","","1",1129.1,1010.5,0.9,0.407,0.868255952,0.832026791,1.1,0.157,2318337,2319347,"W",NA,NA,NA,NA
"2978",2997,"orf19.991","DJP1","1",2133.2,2283.3,1.1,0.335,0.685284969,0.667356413,1,0.063,2319827,2321353,"W",NA,NA,NA,NA
"2979",2998,"orf19.992","LKH1","1",3680.2,3714.7,1,0.333,0.851262299,0.743519465,1,0.083,2321637,2323508,"W",NA,NA,NA,NA
"2980",2999,"orf19.993","","1",27.2,95.9,1,0.573,0.059376887,0.005874458,1.1,0.179,2324072,2324596,"W",NA,NA,NA,NA
"2981",3000,"orf19.994","","1",40.6,33.1,1,0.748,0.991498932,0.962862929,1,0.046,2325641,2326189,"W",NA,NA,NA,NA
"2982",3001,"orf19.996","","1",207.4,204.1,1,0.204,0.995796701,0.986326919,1.1,0.069,2327422,2329275,"W",NA,NA,NA,NA
"2983",3002,"orf19.997","","1",941.6,1152.2,1.2,0.292,0.655212431,0.37045234,1,0.042,2330255,2330854,"W",NA,NA,NA,NA
"2984",3003,"orf19.998","","1",241.5,175.4,0.7,0.26,0.450270754,0.053613697,1,0.058,2332552,2330990,"C",NA,NA,NA,NA
"2985",3004,"orf19.999","GCA2","1",1417,1202.7,0.8,0.617,0.809124289,0.368837546,1.1,0.106,2335782,2332942,"C",NA,NA,NA,NA
"2986",3005,"orf19.1002","","1",383.4,293.2,0.8,0.32,0.356773002,0.290845947,1,0.066,2339580,2337688,"C",NA,NA,NA,NA
"2987",3006,"orf19.1005","","1",55,77.3,1,0.479,0.388646402,0.068914566,1,0.103,2342386,2340578,"C",NA,NA,NA,NA
"2988",3007,"orf19.1830","","1",601.9,810.4,1.3,0.31,0.108659269,0.180384249,1,0.068,2344641,2344309,"C",NA,NA,NA,NA
"2989",3008,"orf19.1831","","1",13.1,11.4,1,0.093,0.977044989,0.468899383,1.1,0.064,2349094,2348672,"C",NA,NA,NA,NA
"2990",3009,"orf19.1832","FCY23","1",1585.7,1882.5,1.2,0.528,0.859937356,0.738035283,1,0.053,2349943,2351736,"W",NA,NA,NA,NA
"2991",3010,"orf19.1833","","1",5291.5,4576.7,0.9,0.2,0.319666625,0.235998395,1,0.065,2352602,2354041,"W",NA,NA,NA,NA
"2992",3011,"orf19.1834","","1",182.3,125.4,0.7,0.434,0.719134882,0.184261739,1,0.087,2356937,2354205,"C",NA,NA,NA,NA
"2993",3012,"orf19.1835","","1",224.4,181,0.8,6.178,0.852298575,0.601822349,1,0.046,2359254,2357350,"C",NA,NA,NA,NA
"2994",3013,"orf19.1836","APN2","1",153.6,139.9,0.9,0.392,0.928203469,0.638451121,1,0.036,2361077,2362432,"W",NA,NA,NA,NA
"2995",3014,"orf19.1837","TBP1","1",2794.3,3058.9,1.1,0.467,0.873895829,0.718393121,1,0.079,2362662,2363378,"W",NA,NA,NA,NA
"2996",3015,"orf19.1839","RPA190","1",767.9,941.7,1.2,0.363,0.535944751,0.099809365,1,0.048,2369345,2364348,"C",NA,NA,NA,NA
"2997",3016,"orf19.1840","","1",3940.4,4254.6,1.1,0.381,0.605860042,0.553772009,1.1,0.164,2373535,2369758,"C",NA,NA,NA,NA
"2998",3017,"orf19.2352","","1",428.7,504.3,1.2,13.681,0.548304796,0.261192413,1,0.077,2374045,2375019,"W",NA,NA,NA,NA
"2999",3018,"orf19.2351","NIT3","1",2461.5,3541.6,1.4,0.707,0.076602283,0.118123874,1.1,0.116,2375969,2375064,"C",NA,NA,NA,NA
"3000",3019,"orf19.2350","","1",269.3,183.5,0.7,0.304,0.704029538,0.129747039,1,0.079,2377776,2376214,"C",NA,NA,NA,NA
"3001",3020,"orf19.2347","MNN2","1",523.1,471.9,0.9,0.235,0.925629056,0.700728331,1,0.071,2380617,2378824,"C",NA,NA,NA,NA
"3002",3021,"orf19.2346","","1",680.7,751.1,1.1,0.513,0.541894449,0.122782716,1,0.062,2381550,2383424,"W",NA,NA,NA,NA
"3003",3022,"orf19.2344","ASR1","1",13337.3,14858,1.1,0.68,0.54532254,0.527822491,1.1,0.186,2384713,2383556,"C",NA,NA,NA,NA
"3004",3023,"orf19.2343","VPS23","1",393.2,373.1,0.9,1.166,0.947092191,0.744375699,1.1,0.05,2386859,2388307,"W",NA,NA,NA,NA
"3005",3024,"orf19.2342","SFT2","1",483.6,658.5,1.4,0.535,0.715570027,0.428633031,1,0.072,2388535,2389188,"W",NA,NA,NA,NA
"3006",3025,"orf19.2341","HNT1","1",4359.8,6040.1,1.4,0.504,0.676535029,0.04894879,1,0.055,2389729,2389271,"C",NA,NA,NA,NA
"3007",3026,"orf19.2340","CDC48","1",5633.4,7085.2,1.3,0.246,0.469422679,0.015456871,1.1,0.107,2390766,2393246,"W",NA,NA,NA,NA
"3008",3027,"orf19.2337","ALP1","1",3615.9,3956.4,1.1,0.359,0.716440929,0.537965116,1,0.058,2395239,2393608,"C",NA,NA,NA,NA
"3009",3028,"orf19.2336","","1",4.9,6.2,1,1.634,0.999193653,0.998425829,1,0.052,2396292,2396900,"W",NA,NA,NA,NA
"3010",3029,"orf19.2335","","1",838.1,1041.5,1.2,0.455,0.218511968,0.153851743,1,0.088,2398373,2396883,"C",NA,NA,NA,NA
"3011",3030,"orf19.2334","BIG1","1",1922.1,2157.3,1.1,0.139,0.870602246,0.029498025,1,0.033,2398600,2399568,"W",NA,NA,NA,NA
"3012",3031,"orf19.2333","","1",3153.9,2769.5,0.9,0.416,0.891822821,0.639188775,1.1,0.139,2401214,2399724,"C",NA,NA,NA,NA
"3013",3032,"orf19.2332","","1",57.2,75.2,1,1.437,0.499720121,0.396050026,1,0.062,2403598,2404392,"W",NA,NA,NA,NA
"3014",3033,"orf19.2331","ADA2","1",253.6,230.6,0.9,0.421,0.684749537,0.243335859,1.1,0.115,2405785,2404448,"C",NA,NA,NA,NA
"3015",3034,"orf19.2329.1","RPS17B","1",22562.8,20246.6,0.9,0.257,0.726415943,0.284048472,1,0.042,2406592,2407384,"W",NA,NA,NA,NA
"3016",3035,"orf19.2330","","1",618.7,565.6,0.9,0.574,0.906612845,0.842050782,1.1,0.097,2407857,2409152,"W",NA,NA,NA,NA
"3017",3036,"orf19.2328","","1",1026.6,1215.6,1.2,0.274,0.512785798,0.137551515,1.1,0.12,2409985,2409149,"C",NA,NA,NA,NA
"3018",3037,"orf19.2326","","1",1012.3,807.8,0.8,0.327,0.596540472,0.194129707,1,0.062,2412442,2410985,"C",NA,NA,NA,NA
"3019",3038,"orf19.2325","","1",379.4,349.5,0.9,0.605,0.710425227,0.297090764,1,0.063,2412665,2414218,"W",NA,NA,NA,NA
"3020",3039,"orf19.2324","UBA4","1",426.3,540.6,1.3,0.835,0.408410642,0.121025839,1.1,0.126,2415599,2414283,"C",NA,NA,NA,NA
"3021",3040,"orf19.2322.3","","1",2421.5,2328,1,0.357,0.700818322,0.614811637,1,0.067,2416629,2415911,"C",NA,NA,NA,NA
"3022",3041,"orf19.2320","","1",331.1,265.5,0.8,0.439,0.399799468,0.285075092,1.1,0.122,2418349,2416868,"C",NA,NA,NA,NA
"3023",3042,"orf19.2318.1","","1",403.3,578.4,1.4,0.398,0.625131369,0.161792322,1,0.08,2418540,2419305,"W",NA,NA,NA,NA
"3024",3043,"orf19.2319","","1",406.4,283.8,0.7,0.389,0.297105413,0.10861172,1,0.049,2419750,2421768,"W",NA,NA,NA,NA
"3025",3044,"orf19.2317","","1",26,11.6,1,0.298,0.791598255,0.233513272,1,0.055,2423366,2423899,"W",NA,NA,NA,NA
"3026",3045,"orf19.2315","","1",1257.7,918.2,0.7,0.478,0.126590707,0.230247312,1.1,0.13,2425723,2424161,"C",NA,NA,NA,NA
"3027",3046,"orf19.2314","","1",269,398.8,1.5,1.089,0.200250851,0.236289287,1,0.076,2426899,2426492,"C",NA,NA,NA,NA
"3028",3047,"orf19.2313","","1",1364.5,1094.4,0.8,0.279,0.702989803,0.140065563,1,0.066,2428398,2427208,"C",NA,NA,NA,NA
"3029",3048,"orf19.2312","","1",56.3,32.2,1,0.495,0.932203602,0.596842187,1.1,0.141,2430115,2432154,"W",NA,NA,NA,NA
"3030",3049,"orf19.2311","RPL82","1",10943.9,11115.2,1,0.361,0.910339207,0.713854321,1,0.051,2432455,2433574,"W",NA,NA,NA,NA
"3031",3050,"orf19.2310.1","RPL29","1",93.2,108.6,1.2,10.941,0.545317354,0.19248099,1.1,0.147,2434130,2434321,"W",NA,NA,NA,NA
"3032",3051,"orf19.2310","","1",20951.1,25529.1,1.2,0.566,0.156721591,0.289718762,1,0.085,2434657,2435635,"W",NA,NA,NA,NA
"3033",3052,"orf19.2309.2","RPL2","1",238,187.5,0.8,29.516,0.516028427,0.309295479,1,0.079,2437043,2435875,"C",NA,NA,NA,NA
"3034",3053,"orf19.2309","","1",35258.3,30537.7,0.9,0.46,0.855501752,0.833014363,1,0.056,2438200,2440317,"W",NA,NA,NA,NA
"3035",3054,"orf19.2308","","1",4240.9,4281.4,1,0.224,0.93351553,0.892100882,1,0.046,2442032,2443117,"W",NA,NA,NA,NA
"3036",3055,"orf19.2307","","1",598,569.7,1,0.297,0.816039779,0.770261029,1.1,0.119,2445056,2443425,"C",NA,NA,NA,NA
"3037",3056,"orf19.2306","","1",2233.6,2821.5,1.3,0.4,0.488261808,0.460497533,0.9,0.053,2445609,2446145,"W",NA,NA,NA,NA
"3038",3057,"orf19.2305","","1",305.9,435.3,1.4,0.589,0.302285663,0.254564759,1,0.152,2446615,2446241,"C",NA,NA,NA,NA
"3039",3058,"orf19.2304","","1",438.3,530.9,1.2,0.845,0.494740058,0.236600195,1,0.044,2447981,2446953,"C",NA,NA,NA,NA
"3040",3059,"orf19.2303","FGR16","1",93.2,97,1,16.093,0.683100821,0.447731862,1,0.035,2448714,2449415,"W",NA,NA,NA,NA
"3041",3060,"orf19.2302","","1",38.3,69.7,1,47.91,0.407645913,0.183627973,1,0.089,2449721,2451190,"W",NA,NA,NA,NA
"3042",3062,"orf19.2299","","1",235.3,446.9,1.9,0.953,0.014740935,0.006277821,1,0.064,2452546,2452241,"C",NA,NA,NA,NA
"3043",3063,"orf19.2298","","1",1724.2,1678.4,1,0.378,0.862071576,0.808185396,1.1,0.127,2453068,2454381,"W",NA,NA,NA,NA
"3044",3064,"orf19.2297","ARL3","1",1239.2,1196.2,1,0.445,0.765194385,0.753254276,1,0.095,2455016,2455786,"W",NA,NA,NA,NA
"3045",3065,"orf19.2296","","1",13.8,9,1,0.214,0.870702874,0.206198247,1.1,0.099,2457135,2464790,"W",NA,NA,NA,NA
"3046",3066,"orf19.681","HAP43","1",551.1,422.5,0.8,0.408,0.533342735,0.23448384,1,0.132,2467031,2465127,"C",NA,NA,NA,NA
"3047",3067,"orf19.680","","1",762.2,866.2,1.1,0.503,0.866620544,0.8176272,1.1,0.077,2469636,2468227,"C",NA,NA,NA,NA
"3048",3068,"orf19.679","FGR39","1",217.9,241.2,1.1,9.222,0.465552407,0.366670158,1,0.051,2469859,2470422,"W",NA,NA,NA,NA
"3049",3069,"orf19.677","CHO1","1",1225.9,1972.5,1.6,0.54,0.217211578,0.022885707,1,0.047,2471379,2470558,"C",NA,NA,NA,NA
"3050",3070,"orf19.676","","1",293.9,445.9,1.5,0.35,0.214577821,0.008014528,1.1,0.137,2472723,2473619,"W",NA,NA,NA,NA
"3051",3071,"orf19.675","","1",30257.7,30571.4,1,0.343,0.971101901,0.954929655,1,0.066,2475597,2476235,"W",NA,NA,NA,NA
"3052",3072,"orf19.674","","1",284.6,235.1,0.8,0.227,0.215192077,0.121408383,1.1,0.078,2476813,2477904,"W",NA,NA,NA,NA
"3053",3073,"orf19.673","","1",69.2,99,1,0.763,0.74126143,0.062997943,1.1,0.116,2478125,2479234,"W",NA,NA,NA,NA
"3054",3074,"orf19.672","","1",448.6,429.3,1,0.666,0.57509345,0.271280692,1,0.057,2480984,2479239,"C",NA,NA,NA,NA
"3055",3075,"orf19.671","PSP1","1",544.7,583.5,1.1,0.288,0.937632921,0.79828317,1,0.062,2483510,2481501,"C",NA,NA,NA,NA
"3056",3076,"orf19.670.2","","1",11080.8,13797,1.2,0.164,0.407551365,0.007306178,1,0.043,2485587,2485275,"C",NA,NA,NA,NA
"3057",3077,"orf19.670","SMT3","1",9758.2,16021.3,1.6,0.861,0.384672157,0.100828464,1,0.074,2487456,2487148,"C",NA,NA,NA,NA
"3058",3078,"orf19.669","PRM1","1",54.3,58.5,1,12.351,0.880295972,0.84537376,1,0.083,2487975,2489846,"W",NA,NA,NA,NA
"3059",3079,"orf19.668","","1",2985.4,2031.8,0.7,0.166,0.237203969,0.015205146,1.1,0.087,2491386,2489908,"C",NA,NA,NA,NA
"3060",3080,"orf19.667.1","RPL37B","1",25063.2,21872.5,0.9,0.274,0.367351571,0.252389679,1,0.041,2492138,2492762,"W",NA,NA,NA,NA
"3061",3081,"orf19.666","","1",2192.7,2374.5,1.1,0.423,0.941859249,0.703730851,1,0.047,2495200,2493020,"C",NA,NA,NA,NA
"3062",3082,"orf19.665","NEP1","1",1160,1140.3,1,0.291,0.928218093,0.667994062,1.1,0.117,2495756,2496559,"W",NA,NA,NA,NA
"3063",3083,"orf19.664","","1",35,22.4,1,0.397,0.472661846,0.110960539,1,0.06,2497091,2497825,"W",NA,NA,NA,NA
